ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2+StopWordRemoval+Stemming,30894,SUMMARY.TXT,0.18484,0.08135,0.11298,4

ROUGE-SU4+StopWordRemoval+Stemming,30894,SUMMARY.TXT,0.31983,0.12485,0.17960,4

ROUGE-L+StopWordRemoval+Stemming,31983,SUMMARY.TXT,0.61989,0.20704,0.31040,3

ROUGE-1+StopWordRemoval+Stemming,31983,SUMMARY.TXT,0.71932,0.16921,0.27398,3

ROUGE-2+StopWordRemoval+Stemming,31983,SUMMARY.TXT,0.37669,0.05740,0.09963,3

ROUGE-SU4+StopWordRemoval+Stemming,31983,SUMMARY.TXT,0.47946,0.07540,0.13030,3

ROUGE-L+StopWordRemoval+Stemming,31620,SUMMARY.TXT,0.58279,0.25797,0.35763,4

ROUGE-1+StopWordRemoval+Stemming,31620,SUMMARY.TXT,0.70639,0.22958,0.34653,4

ROUGE-2+StopWordRemoval+Stemming,31620,SUMMARY.TXT,0.34761,0.08550,0.13724,4

ROUGE-SU4+StopWordRemoval+Stemming,31620,SUMMARY.TXT,0.46588,0.10061,0.16549,4

ROUGE-L+StopWordRemoval+Stemming,32034,SUMMARY.TXT,0.58701,0.20006,0.29842,4

ROUGE-1+StopWordRemoval+Stemming,32034,SUMMARY.TXT,0.73256,0.15849,0.26060,4

ROUGE-2+StopWordRemoval+Stemming,32034,SUMMARY.TXT,0.36462,0.06485,0.11011,4

ROUGE-SU4+StopWordRemoval+Stemming,32034,SUMMARY.TXT,0.46795,0.07033,0.12228,4

ROUGE-L+StopWordRemoval+Stemming,32155,SUMMARY.TXT,0.39983,0.28550,0.33313,3

ROUGE-1+StopWordRemoval+Stemming,32155,SUMMARY.TXT,0.45536,0.33806,0.38804,3

ROUGE-2+StopWordRemoval+Stemming,32155,SUMMARY.TXT,0.11496,0.08468,0.09753,3

ROUGE-SU4+StopWordRemoval+Stemming,32155,SUMMARY.TXT,0.22063,0.13025,0.16380,3

ROUGE-L+StopWordRemoval+Stemming,31064,SUMMARY.TXT,0.68438,0.26459,0.38164,3

ROUGE-1+StopWordRemoval+Stemming,31064,SUMMARY.TXT,0.76378,0.25917,0.38701,3

ROUGE-2+StopWordRemoval+Stemming,31064,SUMMARY.TXT,0.38020,0.09629,0.15366,3

ROUGE-SU4+StopWordRemoval+Stemming,31064,SUMMARY.TXT,0.50623,0.10948,0.18003,3

ROUGE-L+StopWordRemoval+Stemming,32156,SUMMARY.TXT,0.67378,0.17085,0.27258,4

ROUGE-1+StopWordRemoval+Stemming,32156,SUMMARY.TXT,0.84792,0.13826,0.23775,4

ROUGE-2+StopWordRemoval+Stemming,32156,SUMMARY.TXT,0.52642,0.05988,0.10753,4

ROUGE-SU4+StopWordRemoval+Stemming,32156,SUMMARY.TXT,0.63431,0.06290,0.11446,4

ROUGE-L+StopWordRemoval+Stemming,32032,SUMMARY.TXT,0.68491,0.34955,0.46287,3

ROUGE-1+StopWordRemoval+Stemming,32032,SUMMARY.TXT,0.71851,0.34336,0.46467,3

ROUGE-2+StopWordRemoval+Stemming,32032,SUMMARY.TXT,0.48577,0.17761,0.26011,3

ROUGE-SU4+StopWordRemoval+Stemming,32032,SUMMARY.TXT,0.56820,0.18120,0.27477,3

ROUGE-L+StopWordRemoval+Stemming,32717,SUMMARY.TXT,0.58295,0.26082,0.36039,3

ROUGE-1+StopWordRemoval+Stemming,32717,SUMMARY.TXT,0.73863,0.24610,0.36919,3

ROUGE-2+StopWordRemoval+Stemming,32717,SUMMARY.TXT,0.36974,0.10365,0.16191,3

ROUGE-SU4+StopWordRemoval+Stemming,32717,SUMMARY.TXT,0.47059,0.11669,0.18701,3

ROUGE-L+StopWordRemoval+Stemming,31506,SUMMARY.TXT,0.60328,0.26446,0.36772,3

ROUGE-1+StopWordRemoval+Stemming,31506,SUMMARY.TXT,0.74185,0.26020,0.38527,3

ROUGE-2+StopWordRemoval+Stemming,31506,SUMMARY.TXT,0.30616,0.09264,0.14224,3

ROUGE-SU4+StopWordRemoval+Stemming,31506,SUMMARY.TXT,0.44889,0.11847,0.18747,3

ROUGE-L+StopWordRemoval+Stemming,30779,SUMMARY.TXT,0.55331,0.25291,0.34714,4

ROUGE-1+StopWordRemoval+Stemming,30779,SUMMARY.TXT,0.64126,0.16881,0.26726,4

ROUGE-2+StopWordRemoval+Stemming,30779,SUMMARY.TXT,0.28880,0.05270,0.08914,4

ROUGE-SU4+StopWordRemoval+Stemming,30779,SUMMARY.TXT,0.41043,0.07021,0.11990,4

ROUGE-L+StopWordRemoval+Stemming,31508,SUMMARY.TXT,0.49228,0.32800,0.39369,3

ROUGE-1+StopWordRemoval+Stemming,31508,SUMMARY.TXT,0.60599,0.29558,0.39735,3

ROUGE-2+StopWordRemoval+Stemming,31508,SUMMARY.TXT,0.22484,0.08981,0.12835,3

ROUGE-SU4+StopWordRemoval+Stemming,31508,SUMMARY.TXT,0.35981,0.11891,0.17875,3

ROUGE-L+StopWordRemoval+Stemming,31628,SUMMARY.TXT,0.52772,0.19784,0.28779,3

ROUGE-1+StopWordRemoval+Stemming,31628,SUMMARY.TXT,0.68205,0.14978,0.24562,3

ROUGE-2+StopWordRemoval+Stemming,31628,SUMMARY.TXT,0.28603,0.04968,0.08466,3

ROUGE-SU4+StopWordRemoval+Stemming,31628,SUMMARY.TXT,0.43931,0.06356,0.11106,3

ROUGE-L+StopWordRemoval+Stemming,30897,SUMMARY.TXT,0.51047,0.24039,0.32686,3

ROUGE-1+StopWordRemoval+Stemming,30897,SUMMARY.TXT,0.68433,0.22566,0.33940,3

ROUGE-2+StopWordRemoval+Stemming,30897,SUMMARY.TXT,0.23843,0.06430,0.10129,3

ROUGE-SU4+StopWordRemoval+Stemming,30897,SUMMARY.TXT,0.39132,0.08866,0.14457,3

ROUGE-L+StopWordRemoval+Stemming,31623,SUMMARY.TXT,0.69659,0.22143,0.33604,4

ROUGE-1+StopWordRemoval+Stemming,31623,SUMMARY.TXT,0.80417,0.20931,0.33217,4

ROUGE-2+StopWordRemoval+Stemming,31623,SUMMARY.TXT,0.50776,0.09140,0.15491,4

ROUGE-SU4+StopWordRemoval+Stemming,31623,SUMMARY.TXT,0.60722,0.09904,0.17030,4

ROUGE-L+StopWordRemoval+Stemming,30899,SUMMARY.TXT,0.58235,0.23762,0.33752,3

ROUGE-1+StopWordRemoval+Stemming,30899,SUMMARY.TXT,0.71858,0.16351,0.26640,3

ROUGE-2+StopWordRemoval+Stemming,30899,SUMMARY.TXT,0.27784,0.04912,0.08348,3

ROUGE-SU4+StopWordRemoval+Stemming,30899,SUMMARY.TXT,0.43137,0.06232,0.10890,3

ROUGE-L+StopWordRemoval+Stemming,30778,SUMMARY.TXT,0.59859,0.34087,0.43438,3

ROUGE-1+StopWordRemoval+Stemming,30778,SUMMARY.TXT,0.69608,0.40152,0.50927,3

ROUGE-2+StopWordRemoval+Stemming,30778,SUMMARY.TXT,0.32440,0.16738,0.22082,3

ROUGE-SU4+StopWordRemoval+Stemming,30778,SUMMARY.TXT,0.44784,0.18296,0.25979,3

ROUGE-L+StopWordRemoval+Stemming,31866,SUMMARY.TXT,0.70845,0.21937,0.33501,4

ROUGE-1+StopWordRemoval+Stemming,31866,SUMMARY.TXT,0.82873,0.19872,0.32056,4

ROUGE-2+StopWordRemoval+Stemming,31866,SUMMARY.TXT,0.50828,0.09016,0.15315,4

ROUGE-SU4+StopWordRemoval+Stemming,31866,SUMMARY.TXT,0.60963,0.09493,0.16428,4

ROUGE-L+StopWordRemoval+Stemming,31987,SUMMARY.TXT,0.74871,0.30973,0.43819,3

ROUGE-1+StopWordRemoval+Stemming,31987,SUMMARY.TXT,0.83861,0.18592,0.30436,3

ROUGE-2+StopWordRemoval+Stemming,31987,SUMMARY.TXT,0.56813,0.09107,0.15698,3

ROUGE-SU4+StopWordRemoval+Stemming,31987,SUMMARY.TXT,0.64897,0.09473,0.16532,3

ROUGE-L+StopWordRemoval+Stemming,30777,SUMMARY.TXT,0.60263,0.20384,0.30464,3

ROUGE-1+StopWordRemoval+Stemming,30777,SUMMARY.TXT,0.76531,0.19863,0.31540,3

ROUGE-2+StopWordRemoval+Stemming,30777,SUMMARY.TXT,0.39809,0.08231,0.13641,3

ROUGE-SU4+StopWordRemoval+Stemming,30777,SUMMARY.TXT,0.50081,0.09837,0.16444,3

ROUGE-L+StopWordRemoval+Stemming,32954,SUMMARY.TXT,0.67292,0.24644,0.36076,4

ROUGE-1+StopWordRemoval+Stemming,32954,SUMMARY.TXT,0.70519,0.19962,0.31116,4

ROUGE-2+StopWordRemoval+Stemming,32954,SUMMARY.TXT,0.41295,0.07258,0.12346,4

ROUGE-SU4+StopWordRemoval+Stemming,32954,SUMMARY.TXT,0.51861,0.08911,0.15209,4

ROUGE-L+StopWordRemoval+Stemming,31608,SUMMARY.TXT,0.55758,0.23346,0.32912,4

ROUGE-1+StopWordRemoval+Stemming,31608,SUMMARY.TXT,0.65247,0.24219,0.35325,4

ROUGE-2+StopWordRemoval+Stemming,31608,SUMMARY.TXT,0.28731,0.07756,0.12215,4

ROUGE-SU4+StopWordRemoval+Stemming,31608,SUMMARY.TXT,0.40698,0.09616,0.15556,4

ROUGE-L+StopWordRemoval+Stemming,32939,SUMMARY.TXT,0.71783,0.22079,0.33771,3

ROUGE-1+StopWordRemoval+Stemming,32939,SUMMARY.TXT,0.77914,0.29741,0.43049,3

ROUGE-2+StopWordRemoval+Stemming,32939,SUMMARY.TXT,0.47267,0.10478,0.17154,3

ROUGE-SU4+StopWordRemoval+Stemming,32939,SUMMARY.TXT,0.58555,0.12105,0.20063,3

ROUGE-L+StopWordRemoval+Stemming,31050,SUMMARY.TXT,0.58169,0.24634,0.34611,3

ROUGE-1+StopWordRemoval+Stemming,31050,SUMMARY.TXT,0.70562,0.23252,0.34978,3

ROUGE-2+StopWordRemoval+Stemming,31050,SUMMARY.TXT,0.25158,0.06320,0.10103,3

ROUGE-SU4+StopWordRemoval+Stemming,31050,SUMMARY.TXT,0.43006,0.08475,0.14159,3

ROUGE-L+StopWordRemoval+Stemming,32140,SUMMARY.TXT,0.53266,0.22068,0.31207,3

ROUGE-1+StopWordRemoval+Stemming,32140,SUMMARY.TXT,0.64393,0.23708,0.34657,3

ROUGE-2+StopWordRemoval+Stemming,32140,SUMMARY.TXT,0.21243,0.06823,0.10328,3

ROUGE-SU4+StopWordRemoval+Stemming,32140,SUMMARY.TXT,0.37349,0.09310,0.14905,3

ROUGE-L+StopWordRemoval+Stemming,31292,SUMMARY.TXT,0.64627,0.28019,0.39091,3

ROUGE-1+StopWordRemoval+Stemming,31292,SUMMARY.TXT,0.77927,0.24595,0.37390,3

ROUGE-2+StopWordRemoval+Stemming,31292,SUMMARY.TXT,0.41851,0.10823,0.17199,3

ROUGE-SU4+StopWordRemoval+Stemming,31292,SUMMARY.TXT,0.53227,0.11455,0.18853,3

ROUGE-L+StopWordRemoval+Stemming,32141,SUMMARY.TXT,0.74580,0.17335,0.28131,4

ROUGE-1+StopWordRemoval+Stemming,32141,SUMMARY.TXT,0.85554,0.09461,0.17038,4

ROUGE-2+StopWordRemoval+Stemming,32141,SUMMARY.TXT,0.54773,0.03792,0.07093,4

ROUGE-SU4+StopWordRemoval+Stemming,32141,SUMMARY.TXT,0.66311,0.04156,0.07822,4

ROUGE-L+StopWordRemoval+Stemming,32020,SUMMARY.TXT,0.60885,0.27763,0.38136,3

ROUGE-1+StopWordRemoval+Stemming,32020,SUMMARY.TXT,0.71511,0.25823,0.37944,3

ROUGE-2+StopWordRemoval+Stemming,32020,SUMMARY.TXT,0.41895,0.11490,0.18034,3

ROUGE-SU4+StopWordRemoval+Stemming,32020,SUMMARY.TXT,0.50570,0.12330,0.19826,3

ROUGE-L+StopWordRemoval+Stemming,32380,SUMMARY.TXT,0.50139,0.26404,0.34592,3

ROUGE-1+StopWordRemoval+Stemming,32380,SUMMARY.TXT,0.63131,0.21789,0.32396,3

ROUGE-2+StopWordRemoval+Stemming,32380,SUMMARY.TXT,0.24339,0.07826,0.11844,3

ROUGE-SU4+StopWordRemoval+Stemming,32380,SUMMARY.TXT,0.37099,0.09761,0.15456,3

ROUGE-L+StopWordRemoval+Stemming,31290,SUMMARY.TXT,0.69599,0.23557,0.35200,3

ROUGE-1+StopWordRemoval+Stemming,31290,SUMMARY.TXT,0.82772,0.13485,0.23192,3

ROUGE-2+StopWordRemoval+Stemming,31290,SUMMARY.TXT,0.57642,0.06722,0.12040,3

ROUGE-SU4+StopWordRemoval+Stemming,31290,SUMMARY.TXT,0.66771,0.06636,0.12073,3

ROUGE-L+StopWordRemoval+Stemming,32148,SUMMARY.TXT,0.42100,0.26696,0.32673,3

ROUGE-1+StopWordRemoval+Stemming,32148,SUMMARY.TXT,0.54268,0.27439,0.36449,3

ROUGE-2+StopWordRemoval+Stemming,32148,SUMMARY.TXT,0.16478,0.06958,0.09784,3

ROUGE-SU4+StopWordRemoval+Stemming,32148,SUMMARY.TXT,0.29538,0.10256,0.15226,3

ROUGE-L+StopWordRemoval+Stemming,31058,SUMMARY.TXT,0.61241,0.34663,0.44269,4

ROUGE-1+StopWordRemoval+Stemming,31058,SUMMARY.TXT,0.60734,0.40193,0.48373,4

ROUGE-2+StopWordRemoval+Stemming,31058,SUMMARY.TXT,0.38535,0.14678,0.21259,4

ROUGE-SU4+StopWordRemoval+Stemming,31058,SUMMARY.TXT,0.46837,0.17776,0.25771,4

ROUGE-L+StopWordRemoval+Stemming,31850,SUMMARY.TXT,0.60706,0.21613,0.31877,4

ROUGE-1+StopWordRemoval+Stemming,31850,SUMMARY.TXT,0.76155,0.14162,0.23883,4

ROUGE-2+StopWordRemoval+Stemming,31850,SUMMARY.TXT,0.32826,0.04890,0.08513,4

ROUGE-SU4+StopWordRemoval+Stemming,31850,SUMMARY.TXT,0.48481,0.05987,0.10658,4

ROUGE-L+StopWordRemoval+Stemming,32149,SUMMARY.TXT,0.53303,0.30988,0.39191,4

ROUGE-1+StopWordRemoval+Stemming,32149,SUMMARY.TXT,0.62867,0.38977,0.48120,4

ROUGE-2+StopWordRemoval+Stemming,32149,SUMMARY.TXT,0.34018,0.14487,0.20320,4

ROUGE-SU4+StopWordRemoval+Stemming,32149,SUMMARY.TXT,0.42744,0.16797,0.24117,4

ROUGE-L+StopWordRemoval+Stemming,31970,SUMMARY.TXT,0.58166,0.26819,0.36712,3

ROUGE-1+StopWordRemoval+Stemming,31970,SUMMARY.TXT,0.64282,0.35534,0.45768,3

ROUGE-2+StopWordRemoval+Stemming,31970,SUMMARY.TXT,0.29412,0.12944,0.17977,3

ROUGE-SU4+StopWordRemoval+Stemming,31970,SUMMARY.TXT,0.42503,0.14764,0.21916,3

ROUGE-L+StopWordRemoval+Stemming,32025,SUMMARY.TXT,0.56007,0.20600,0.30121,4

ROUGE-1+StopWordRemoval+Stemming,32025,SUMMARY.TXT,0.71367,0.13803,0.23133,4

ROUGE-2+StopWordRemoval+Stemming,32025,SUMMARY.TXT,0.30342,0.04501,0.07839,4

ROUGE-SU4+StopWordRemoval+Stemming,32025,SUMMARY.TXT,0.44274,0.05619,0.09973,4

ROUGE-L+StopWordRemoval+Stemming,31610,SUMMARY.TXT,0.52802,0.29543,0.37888,3

ROUGE-1+StopWordRemoval+Stemming,31610,SUMMARY.TXT,0.65457,0.17565,0.27698,3

ROUGE-2+StopWordRemoval+Stemming,31610,SUMMARY.TXT,0.21859,0.05013,0.08155,3

ROUGE-SU4+StopWordRemoval+Stemming,31610,SUMMARY.TXT,0.37139,0.06933,0.11685,3

ROUGE-L+StopWordRemoval+Stemming,31851,SUMMARY.TXT,0.61866,0.22862,0.33386,4

ROUGE-1+StopWordRemoval+Stemming,31851,SUMMARY.TXT,0.72084,0.25977,0.38191,4

ROUGE-2+StopWordRemoval+Stemming,31851,SUMMARY.TXT,0.42496,0.08567,0.14260,4

ROUGE-SU4+StopWordRemoval+Stemming,31851,SUMMARY.TXT,0.53274,0.10900,0.18097,4

ROUGE-L+StopWordRemoval+Stemming,32389,SUMMARY.TXT,0.59781,0.24726,0.34982,3

ROUGE-1+StopWordRemoval+Stemming,32389,SUMMARY.TXT,0.70163,0.19059,0.29975,3

ROUGE-2+StopWordRemoval+Stemming,32389,SUMMARY.TXT,0.30441,0.06189,0.10287,3

ROUGE-SU4+StopWordRemoval+Stemming,32389,SUMMARY.TXT,0.44758,0.07708,0.13151,3

ROUGE-L+StopWordRemoval+Stemming,31059,SUMMARY.TXT,0.57792,0.21845,0.31706,4

ROUGE-1+StopWordRemoval+Stemming,31059,SUMMARY.TXT,0.70085,0.18659,0.29472,4

ROUGE-2+StopWordRemoval+Stemming,31059,SUMMARY.TXT,0.29374,0.05989,0.09949,4

ROUGE-SU4+StopWordRemoval+Stemming,31059,SUMMARY.TXT,0.42640,0.07079,0.12142,4

ROUGE-L+StopWordRemoval+Stemming,32144,SUMMARY.TXT,0.54524,0.30606,0.39205,3

ROUGE-1+StopWordRemoval+Stemming,32144,SUMMARY.TXT,0.67035,0.32046,0.43363,3

ROUGE-2+StopWordRemoval+Stemming,32144,SUMMARY.TXT,0.31792,0.14191,0.19623,3

ROUGE-SU4+StopWordRemoval+Stemming,32144,SUMMARY.TXT,0.41972,0.16390,0.23574,3

ROUGE-L+StopWordRemoval+Stemming,31053,SUMMARY.TXT,0.47613,0.32242,0.38448,3

ROUGE-1+StopWordRemoval+Stemming,31053,SUMMARY.TXT,0.50885,0.44965,0.47742,3

ROUGE-2+StopWordRemoval+Stemming,31053,SUMMARY.TXT,0.19058,0.14475,0.16453,3

ROUGE-SU4+StopWordRemoval+Stemming,31053,SUMMARY.TXT,0.28441,0.18448,0.22379,3

ROUGE-L+StopWordRemoval+Stemming,32021,SUMMARY.TXT,0.65382,0.26055,0.37261,4

ROUGE-1+StopWordRemoval+Stemming,32021,SUMMARY.TXT,0.79003,0.18281,0.29692,4

ROUGE-2+StopWordRemoval+Stemming,32021,SUMMARY.TXT,0.51684,0.08633,0.14795,4

ROUGE-SU4+StopWordRemoval+Stemming,32021,SUMMARY.TXT,0.60649,0.09210,0.15991,4

ROUGE-L+StopWordRemoval+Stemming,32384,SUMMARY.TXT,0.55511,0.33315,0.41640,3

ROUGE-1+StopWordRemoval+Stemming,32384,SUMMARY.TXT,0.68203,0.24933,0.36517,3

ROUGE-2+StopWordRemoval+Stemming,32384,SUMMARY.TXT,0.27043,0.08501,0.12935,3

ROUGE-SU4+StopWordRemoval+Stemming,32384,SUMMARY.TXT,0.40462,0.10417,0.16569,3

ROUGE-L+StopWordRemoval+Stemming,32143,SUMMARY.TXT,0.52889,0.25055,0.34002,3

ROUGE-1+StopWordRemoval+Stemming,32143,SUMMARY.TXT,0.63903,0.23473,0.34335,3

ROUGE-2+StopWordRemoval+Stemming,32143,SUMMARY.TXT,0.26007,0.07004,0.11036,3

ROUGE-SU4+StopWordRemoval+Stemming,32143,SUMMARY.TXT,0.39220,0.09278,0.15007,3

ROUGE-L+StopWordRemoval+Stemming,31979,SUMMARY.TXT,0.61592,0.20646,0.30925,3

ROUGE-1+StopWordRemoval+Stemming,31979,SUMMARY.TXT,0.77478,0.18134,0.29389,3

ROUGE-2+StopWordRemoval+Stemming,31979,SUMMARY.TXT,0.35646,0.06172,0.10522,3

ROUGE-SU4+StopWordRemoval+Stemming,31979,SUMMARY.TXT,0.47676,0.08134,0.13897,3

ROUGE-L+StopWordRemoval+Stemming,31857,SUMMARY.TXT,0.66351,0.18999,0.29540,4

ROUGE-1+StopWordRemoval+Stemming,31857,SUMMARY.TXT,0.75535,0.11690,0.20247,4

ROUGE-2+StopWordRemoval+Stemming,31857,SUMMARY.TXT,0.39473,0.03795,0.06924,4

ROUGE-SU4+StopWordRemoval+Stemming,31857,SUMMARY.TXT,0.54030,0.04524,0.08348,4

ROUGE-L+StopWordRemoval+Stemming,32825,SUMMARY.TXT,0.46839,0.22454,0.30356,3

ROUGE-1+StopWordRemoval+Stemming,32825,SUMMARY.TXT,0.60948,0.28455,0.38797,3

ROUGE-2+StopWordRemoval+Stemming,32825,SUMMARY.TXT,0.17076,0.05770,0.08626,3

ROUGE-SU4+StopWordRemoval+Stemming,32825,SUMMARY.TXT,0.35330,0.09080,0.14447,3

ROUGE-L+StopWordRemoval+Stemming,31618,SUMMARY.TXT,0.62615,0.31160,0.41612,3

ROUGE-1+StopWordRemoval+Stemming,31618,SUMMARY.TXT,0.65834,0.39411,0.49306,3

ROUGE-2+StopWordRemoval+Stemming,31618,SUMMARY.TXT,0.42228,0.14494,0.21581,3

ROUGE-SU4+StopWordRemoval+Stemming,31618,SUMMARY.TXT,0.49564,0.17252,0.25596,3

ROUGE-L+StopWordRemoval+Stemming,31617,SUMMARY.TXT,0.57714,0.20671,0.30440,4

ROUGE-1+StopWordRemoval+Stemming,31617,SUMMARY.TXT,0.73041,0.24980,0.37228,4

ROUGE-2+StopWordRemoval+Stemming,31617,SUMMARY.TXT,0.31252,0.08687,0.13595,4

ROUGE-SU4+StopWordRemoval+Stemming,31617,SUMMARY.TXT,0.44133,0.11076,0.17708,4

ROUGE-L+StopWordRemoval+Stemming,31854,SUMMARY.TXT,0.66888,0.25265,0.36676,3

ROUGE-1+StopWordRemoval+Stemming,31854,SUMMARY.TXT,0.80145,0.19814,0.31773,3

ROUGE-2+StopWordRemoval+Stemming,31854,SUMMARY.TXT,0.43561,0.08302,0.13946,3

ROUGE-SU4+StopWordRemoval+Stemming,31854,SUMMARY.TXT,0.53589,0.09073,0.15518,3

ROUGE-L+StopWordRemoval+Stemming,30886,SUMMARY.TXT,0.60587,0.23329,0.33687,4

ROUGE-1+StopWordRemoval+Stemming,30886,SUMMARY.TXT,0.75940,0.18168,0.29321,4

ROUGE-2+StopWordRemoval+Stemming,30886,SUMMARY.TXT,0.32248,0.06238,0.10454,4

ROUGE-SU4+StopWordRemoval+Stemming,30886,SUMMARY.TXT,0.46598,0.07857,0.13446,4

ROUGE-L+StopWordRemoval+Stemming,30888,SUMMARY.TXT,0.52767,0.22776,0.31819,3

ROUGE-1+StopWordRemoval+Stemming,30888,SUMMARY.TXT,0.62706,0.28984,0.39644,3

ROUGE-2+StopWordRemoval+Stemming,30888,SUMMARY.TXT,0.21893,0.08260,0.11994,3

ROUGE-SU4+StopWordRemoval+Stemming,30888,SUMMARY.TXT,0.34727,0.11260,0.17006,3

ROUGE-L+StopWordRemoval+Stemming,30887,SUMMARY.TXT,0.49438,0.23542,0.31896,5

ROUGE-1+StopWordRemoval+Stemming,30887,SUMMARY.TXT,0.60251,0.33072,0.42703,5

ROUGE-2+StopWordRemoval+Stemming,30887,SUMMARY.TXT,0.22752,0.09298,0.13201,5

ROUGE-SU4+StopWordRemoval+Stemming,30887,SUMMARY.TXT,0.36934,0.12299,0.18453,5

ROUGE-L+StopWordRemoval+Stemming,31855,SUMMARY.TXT,0.59063,0.21777,0.31821,3

ROUGE-1+StopWordRemoval+Stemming,31855,SUMMARY.TXT,0.74066,0.22705,0.34755,3

ROUGE-2+StopWordRemoval+Stemming,31855,SUMMARY.TXT,0.33496,0.08412,0.13447,3

ROUGE-SU4+StopWordRemoval+Stemming,31855,SUMMARY.TXT,0.46554,0.10472,0.17099,3

ROUGE-L+StopWordRemoval+Stemming,32809,SUMMARY.TXT,0.44672,0.27983,0.34411,3

ROUGE-1+StopWordRemoval+Stemming,32809,SUMMARY.TXT,0.52449,0.40377,0.45628,3

ROUGE-2+StopWordRemoval+Stemming,32809,SUMMARY.TXT,0.19567,0.12144,0.14986,3

ROUGE-SU4+StopWordRemoval+Stemming,32809,SUMMARY.TXT,0.31143,0.16344,0.21437,3

ROUGE-L+StopWordRemoval+Stemming,31839,SUMMARY.TXT,0.50883,0.25394,0.33880,3

ROUGE-1+StopWordRemoval+Stemming,31839,SUMMARY.TXT,0.68013,0.17906,0.28348,3

ROUGE-2+StopWordRemoval+Stemming,31839,SUMMARY.TXT,0.23892,0.04956,0.08210,3

ROUGE-SU4+StopWordRemoval+Stemming,31839,SUMMARY.TXT,0.41821,0.07197,0.12281,3

ROUGE-L+StopWordRemoval+Stemming,31040,SUMMARY.TXT,0.63551,0.24281,0.35137,3

ROUGE-1+StopWordRemoval+Stemming,31040,SUMMARY.TXT,0.74539,0.25254,0.37726,3

ROUGE-2+StopWordRemoval+Stemming,31040,SUMMARY.TXT,0.35629,0.08636,0.13902,3

ROUGE-SU4+StopWordRemoval+Stemming,31040,SUMMARY.TXT,0.48037,0.10290,0.16950,3

ROUGE-L+StopWordRemoval+Stemming,30991,SUMMARY.TXT,0.76110,0.20596,0.32419,4

ROUGE-1+StopWordRemoval+Stemming,30991,SUMMARY.TXT,0.85761,0.10753,0.19109,4

ROUGE-2+StopWordRemoval+Stemming,30991,SUMMARY.TXT,0.52113,0.04322,0.07981,4

ROUGE-SU4+StopWordRemoval+Stemming,30991,SUMMARY.TXT,0.62819,0.04775,0.08875,4

ROUGE-L+StopWordRemoval+Stemming,32135,SUMMARY.TXT,0.46724,0.27136,0.34333,4

ROUGE-1+StopWordRemoval+Stemming,32135,SUMMARY.TXT,0.61434,0.31015,0.41220,4

ROUGE-2+StopWordRemoval+Stemming,32135,SUMMARY.TXT,0.27139,0.10838,0.15490,4

ROUGE-SU4+StopWordRemoval+Stemming,32135,SUMMARY.TXT,0.37456,0.13521,0.19870,4

ROUGE-L+StopWordRemoval+Stemming,32378,SUMMARY.TXT,0.61798,0.26469,0.37063,3

ROUGE-1+StopWordRemoval+Stemming,32378,SUMMARY.TXT,0.72408,0.29865,0.42288,3

ROUGE-2+StopWordRemoval+Stemming,32378,SUMMARY.TXT,0.36302,0.11181,0.17096,3

ROUGE-SU4+StopWordRemoval+Stemming,32378,SUMMARY.TXT,0.48492,0.13239,0.20800,3

ROUGE-L+StopWordRemoval+Stemming,32136,SUMMARY.TXT,0.52675,0.32653,0.40315,4

ROUGE-1+StopWordRemoval+Stemming,32136,SUMMARY.TXT,0.60523,0.28777,0.39007,4

ROUGE-2+StopWordRemoval+Stemming,32136,SUMMARY.TXT,0.21666,0.08070,0.11759,4

ROUGE-SU4+StopWordRemoval+Stemming,32136,SUMMARY.TXT,0.34807,0.10844,0.16536,4

ROUGE-L+StopWordRemoval+Stemming,32134,SUMMARY.TXT,0.58930,0.25274,0.35376,3

ROUGE-1+StopWordRemoval+Stemming,32134,SUMMARY.TXT,0.75557,0.20352,0.32066,3

ROUGE-2+StopWordRemoval+Stemming,32134,SUMMARY.TXT,0.29723,0.06880,0.11173,3

ROUGE-SU4+StopWordRemoval+Stemming,32134,SUMMARY.TXT,0.43652,0.08742,0.14567,3

ROUGE-L+StopWordRemoval+Stemming,31042,SUMMARY.TXT,0.54460,0.32338,0.40580,3

ROUGE-1+StopWordRemoval+Stemming,31042,SUMMARY.TXT,0.67696,0.41175,0.51205,3

ROUGE-2+StopWordRemoval+Stemming,31042,SUMMARY.TXT,0.26324,0.11636,0.16138,3

ROUGE-SU4+StopWordRemoval+Stemming,31042,SUMMARY.TXT,0.41305,0.15548,0.22592,3

ROUGE-L+StopWordRemoval+Stemming,32376,SUMMARY.TXT,0.53822,0.22017,0.31251,4

